text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
"[""{This is celestially ordained blondness, the mark of God's favor, affirming the signal beauty of the old pagan deities who had already given all blondes--torrid or chilly, fake or real--an edge for 2,000 years.} question: {Blondness considered to be celestially ordained is thought to be the mark of God's favor.} Yes or No? answer: Ġ""]","[[2, 45152, 713, 16, 15054, 990, 11416, 36433, 33072, 1825, 6, 5, 2458, 9, 1840, 18, 4402, 6, 11129, 20277, 5, 6029, 4002, 9, 5, 793, 43571, 46054, 54, 56, 416, 576, 70, 33072, 293, 5579, 10321, 10505, 50, 23141, 6, 4486, 50, 588, 5579, 260, 3543, 13, 132, 6, 151, 107, 49463, 864, 35, 25522, 12654, 2832, 1825, 1687, 7, 28, 15054, 990, 11416, 36433, 16, 802, 7, 28, 5, 2458, 9, 1840, 18, 4402, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[7],"[[0.91357421875, 0.080322265625, 0.0005397796630859375, 0.00041794776916503906, 0.00037789344787597656, 0.0002474784851074219, 0.0002092123031616211, 0.00020360946655273438, 0.00019633769989013672, 0.00017273426055908203, 0.00016188621520996094, 0.00010269880294799805, 0.00010263919830322266, 8.350610733032227e-05, 8.26716423034668e-05, 7.915496826171875e-05, 7.492303848266602e-05, 6.139278411865234e-05, 5.930662155151367e-05, 5.888938903808594e-05, 5.626678466796875e-05, 5.2034854888916016e-05, 4.941225051879883e-05, 4.756450653076172e-05, 4.678964614868164e-05, 4.565715789794922e-05, 4.38690185546875e-05, 4.357099533081055e-05, 4.3451786041259766e-05, 4.3332576751708984e-05, 3.886222839355469e-05, 3.832578659057617e-05, 3.62396240234375e-05, 3.3795833587646484e-05, 3.224611282348633e-05, 2.9981136322021484e-05, 2.9385089874267578e-05, 2.8312206268310547e-05, 2.765655517578125e-05, 2.765655517578125e-05, 2.7477741241455078e-05, 2.4497509002685547e-05, 2.2590160369873047e-05, 2.199411392211914e-05, 2.187490463256836e-05, 2.1696090698242188e-05, 2.1398067474365234e-05, 2.1338462829589844e-05, 2.0325183868408203e-05, 1.990795135498047e-05, 0.001953125]]","[[9904, 3084, 10932, 975, 3216, 36948, 14541, 41010, 14783, 100, 7199, 250, 46236, 487, 50118, 32541, 243, 4420, 32523, 1121, 3849, 13449, 8346, 14563, 133, 16991, 116, 43429, 2895, 35882, 12350, 32458, 9690, 1711, 7516, 113, 46659, 1185, 4056, 1106, 32476, 19897, 30558, 713, 17425, 33082, 15724, 440, 29802, 25101]]"
"['{Somehow, with the coming of the light, the dreads and fancies of the past night seemed absurd.} question: {It is almost dawn.} Yes or No? answer: Ġ']","[[2, 45152, 6323, 9178, 6, 19, 5, 567, 9, 5, 1109, 6, 5, 24506, 29, 8, 856, 27661, 9, 5, 375, 363, 2551, 16091, 49463, 864, 35, 25522, 243, 16, 818, 14131, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[8],"[[0.69677734375, 0.294921875, 0.0005078315734863281, 0.00040531158447265625, 0.00033473968505859375, 0.00029659271240234375, 0.00027489662170410156, 0.00026416778564453125, 0.0002567768096923828, 0.00020420551300048828, 0.000186920166015625, 0.0001404285430908203, 0.00013256072998046875, 0.0001277923583984375, 0.00011736154556274414, 0.0001157522201538086, 0.0001157522201538086, 0.00011044740676879883, 0.00010919570922851562, 0.00010484457015991211, 9.745359420776367e-05, 9.357929229736328e-05, 9.1552734375e-05, 6.783008575439453e-05, 6.335973739624023e-05, 6.16908073425293e-05, 5.9485435485839844e-05, 5.918741226196289e-05, 5.888938903808594e-05, 5.811452865600586e-05, 5.6862831115722656e-05, 5.5849552154541016e-05, 5.412101745605469e-05, 5.1915645599365234e-05, 5.078315734863281e-05, 4.4345855712890625e-05, 4.202127456665039e-05, 4.1544437408447266e-05, 4.0650367736816406e-05, 4.00543212890625e-05, 3.8743019104003906e-05, 3.784894943237305e-05, 3.719329833984375e-05, 3.62396240234375e-05, 3.516674041748047e-05, 3.4868717193603516e-05, 3.421306610107422e-05, 3.331899642944336e-05, 3.212690353393555e-05, 3.135204315185547e-05, 0.0029296875]]","[[9904, 3084, 14541, 10932, 14783, 100, 7199, 975, 3216, 487, 36948, 3849, 116, 243, 32541, 41010, 46236, 50118, 13449, 35882, 250, 4056, 7516, 4420, 440, 8346, 42903, 32523, 1185, 32458, 33082, 133, 1711, 12350, 14563, 17986, 1121, 2895, 495, 22491, 26752, 1106, 9690, 42025, 43429, 25101, 19847, 29802, 649, 31414]]"
"[""{A free walking tour departs every Saturday at 10:00 a.m. from the Plaza Hotel and points out the town's historic sights, most notably the tombs of prominent rabbis.} question: {There is a free walking tour every Saturday morning to see the town's historic places and the tombs of famous rabbis.} Yes or No? answer: Ġ""]","[[2, 45152, 250, 481, 3051, 2106, 8273, 7870, 358, 378, 23, 158, 35, 612, 10, 4, 119, 4, 31, 5, 11984, 5085, 8, 332, 66, 5, 1139, 18, 3575, 15045, 6, 144, 10030, 5, 23681, 4311, 9, 5395, 40697, 354, 49463, 864, 35, 25522, 970, 16, 10, 481, 3051, 2106, 358, 378, 662, 7, 192, 5, 1139, 18, 3575, 2127, 8, 5, 23681, 4311, 9, 3395, 40697, 354, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[9],"[[0.76318359375, 0.231201171875, 0.0003440380096435547, 0.00034236907958984375, 0.0003032684326171875, 0.00024509429931640625, 0.00023305416107177734, 0.00021016597747802734, 0.0001970529556274414, 0.00015735626220703125, 0.00014066696166992188, 0.0001232624053955078, 0.00012004375457763672, 0.00011533498764038086, 9.948015213012695e-05, 9.495019912719727e-05, 6.842613220214844e-05, 5.799531936645508e-05, 5.65648078918457e-05, 5.173683166503906e-05, 5.1140785217285156e-05, 5.02467155456543e-05, 4.7206878662109375e-05, 4.559755325317383e-05, 4.220008850097656e-05, 4.0471553802490234e-05, 3.838539123535156e-05, 3.737211227416992e-05, 3.68952751159668e-05, 3.415346145629883e-05, 3.212690353393555e-05, 2.9206275939941406e-05, 2.8192996978759766e-05, 2.580881118774414e-05, 2.562999725341797e-05, 2.5510787963867188e-05, 2.5272369384765625e-05, 2.491474151611328e-05, 2.3663043975830078e-05, 2.2590160369873047e-05, 2.2172927856445312e-05, 2.1278858184814453e-05, 2.1159648895263672e-05, 1.8715858459472656e-05, 1.7344951629638672e-05, 1.6868114471435547e-05, 1.6748905181884766e-05, 1.615285873413086e-05, 1.5735626220703125e-05, 1.5556812286376953e-05, 0.001953125]]","[[9904, 3084, 10932, 975, 3216, 14783, 36948, 14541, 41010, 7199, 13449, 100, 50118, 487, 46236, 32541, 250, 46659, 4420, 440, 243, 116, 32523, 3849, 133, 35882, 7516, 1185, 4056, 33082, 2362, 2895, 1121, 12350, 22491, 9690, 8346, 1106, 1711, 29802, 26752, 16991, 13987, 25101, 113, 14563, 17425, 43429, 31535, 104]]"
"[""{Charles Rangel, D-N.Y., called the Archer proposal a Christmas tree that's supposed to appeal to every Republican.} question: {The Archer proposal isn't going to appeal to any Republican.} Yes or No? answer: Ġ""]","[[2, 45152, 29217, 248, 21340, 6, 211, 12, 487, 4, 975, 482, 373, 5, 19697, 2570, 10, 1619, 3907, 14, 18, 3518, 7, 2868, 7, 358, 1172, 49463, 864, 35, 25522, 133, 19697, 2570, 965, 75, 164, 7, 2868, 7, 143, 1172, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[10],"[[0.7451171875, 0.25, 0.0003447532653808594, 0.0003180503845214844, 0.0002827644348144531, 0.0002474784851074219, 0.0002086162567138672, 0.00013959407806396484, 0.00011807680130004883, 0.00010973215103149414, 0.00010520219802856445, 9.679794311523438e-05, 8.112192153930664e-05, 7.56382942199707e-05, 7.18832015991211e-05, 6.872415542602539e-05, 6.306171417236328e-05, 6.240606307983398e-05, 6.186962127685547e-05, 5.84721565246582e-05, 5.7816505432128906e-05, 4.8100948333740234e-05, 4.410743713378906e-05, 4.3332576751708984e-05, 4.315376281738281e-05, 4.309415817260742e-05, 4.2438507080078125e-05, 3.927946090698242e-05, 3.4868717193603516e-05, 3.4332275390625e-05, 3.045797348022461e-05, 2.968311309814453e-05, 2.8312206268310547e-05, 2.771615982055664e-05, 2.759695053100586e-05, 2.7477741241455078e-05, 2.7239322662353516e-05, 2.6464462280273438e-05, 2.574920654296875e-05, 2.4497509002685547e-05, 2.4199485778808594e-05, 2.4080276489257812e-05, 2.3543834686279297e-05, 2.0384788513183594e-05, 1.7762184143066406e-05, 1.7702579498291016e-05, 1.6808509826660156e-05, 1.633167266845703e-05, 1.6033649444580078e-05, 1.531839370727539e-05, 0.00146484375]]","[[3084, 9904, 7199, 14541, 13449, 487, 36948, 14783, 10932, 440, 100, 29802, 46659, 35882, 975, 2362, 32541, 116, 22491, 3216, 243, 250, 7516, 14563, 133, 46236, 8346, 1711, 32523, 1640, 1185, 2895, 50118, 41010, 37128, 4056, 32458, 39254, 1106, 17425, 1121, 6766, 33082, 9690, 19847, 2264, 12350, 113, 31535, 894]]"
"[""{He was to have conducted the Lithuanian Symphony Orchestra in the Red Fort as part of the country's 50 th -anniversary celebrations, but the organizers announced this week that the concert was being canceled for unforeseen reasons, while privately hinting that this was because Menuhin was unwell.} question: {Menuhin conducted the symphony at the celebration.} Yes or No? answer: Ġ""]","[[2, 45152, 894, 21, 7, 33, 2964, 5, 39714, 811, 18972, 18200, 11, 5, 1211, 3339, 25, 233, 9, 5, 247, 18, 654, 3553, 111, 2279, 42797, 9570, 6, 53, 5, 9921, 585, 42, 186, 14, 5, 4192, 21, 145, 9491, 13, 33257, 2188, 6, 150, 9638, 11602, 154, 14, 42, 21, 142, 4011, 2957, 179, 21, 542, 3056, 49463, 864, 35, 25522, 17762, 2957, 179, 2964, 5, 22850, 29788, 23, 5, 4821, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[11],"[[0.5078125, 0.4853515625, 0.00038886070251464844, 0.00035071372985839844, 0.00021731853485107422, 0.0002129077911376953, 0.00020825862884521484, 0.0001958608627319336, 0.0001857280731201172, 0.00015401840209960938, 0.0001418590545654297, 0.00014126300811767578, 0.00013887882232666016, 9.119510650634766e-05, 8.988380432128906e-05, 8.64863395690918e-05, 8.636713027954102e-05, 8.296966552734375e-05, 7.444620132446289e-05, 7.390975952148438e-05, 6.788969039916992e-05, 6.186962127685547e-05, 5.936622619628906e-05, 5.6862831115722656e-05, 5.3882598876953125e-05, 5.2928924560546875e-05, 5.227327346801758e-05, 4.798173904418945e-05, 4.7326087951660156e-05, 4.589557647705078e-05, 4.5239925384521484e-05, 4.380941390991211e-05, 4.309415817260742e-05, 4.13060188293457e-05, 4.094839096069336e-05, 3.8743019104003906e-05, 3.7550926208496094e-05, 3.421306610107422e-05, 3.337860107421875e-05, 3.30805778503418e-05, 3.135204315185547e-05, 3.057718276977539e-05, 3.0040740966796875e-05, 2.968311309814453e-05, 2.759695053100586e-05, 2.7000904083251953e-05, 2.7000904083251953e-05, 2.5272369384765625e-05, 2.485513687133789e-05, 2.473592758178711e-05, 0.0029296875]]","[[3084, 9904, 7199, 14541, 975, 3216, 36948, 100, 440, 13449, 14783, 10932, 487, 50118, 35882, 29802, 243, 41010, 46659, 250, 116, 32541, 32458, 3849, 46236, 7516, 16991, 22491, 32523, 133, 2895, 1121, 14563, 8346, 1711, 17425, 9685, 2362, 44241, 39254, 4056, 649, 9690, 25101, 4420, 1185, 31535, 37128, 713, 43429]]"
['{She missed the worst part of the Great Depression.} question: {She experienced the worst part of the Great Depression.} Yes or No? answer: Ġ'],"[[2, 45152, 2515, 2039, 5, 2373, 233, 9, 5, 2860, 23384, 49463, 864, 35, 25522, 2515, 2984, 5, 2373, 233, 9, 5, 2860, 23384, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[12],"[[0.59912109375, 0.395751953125, 0.0002601146697998047, 0.00024437904357910156, 0.00022017955780029297, 0.0001666545867919922, 0.00015592575073242188, 0.0001544952392578125, 0.00014317035675048828, 0.00013124942779541016, 0.00012421607971191406, 0.00010973215103149414, 9.989738464355469e-05, 7.325410842895508e-05, 6.210803985595703e-05, 5.710124969482422e-05, 5.608797073364258e-05, 5.602836608886719e-05, 5.447864532470703e-05, 4.881620407104492e-05, 4.875659942626953e-05, 4.792213439941406e-05, 4.5239925384521484e-05, 4.1425228118896484e-05, 4.112720489501953e-05, 4.0531158447265625e-05, 3.987550735473633e-05, 3.7789344787597656e-05, 3.62396240234375e-05, 3.5822391510009766e-05, 3.1888484954833984e-05, 3.0875205993652344e-05, 3.0338764190673828e-05, 3.0279159545898438e-05, 2.944469451904297e-05, 2.8371810913085938e-05, 2.771615982055664e-05, 2.6524066925048828e-05, 2.5391578674316406e-05, 2.485513687133789e-05, 2.378225326538086e-05, 2.1576881408691406e-05, 2.1517276763916016e-05, 2.1398067474365234e-05, 2.1159648895263672e-05, 2.014636993408203e-05, 1.9371509552001953e-05, 1.8596649169921875e-05, 1.8537044525146484e-05, 1.8477439880371094e-05, 0.001953125]]","[[3084, 9904, 7199, 14541, 13449, 14783, 487, 36948, 440, 3216, 975, 10932, 100, 41010, 32541, 46659, 116, 46236, 35882, 14563, 50118, 29802, 250, 7516, 133, 22491, 243, 16991, 2895, 32523, 2362, 4420, 33082, 1121, 8346, 37128, 9690, 4056, 3849, 1106, 1711, 17425, 12350, 32458, 1185, 1640, 19897, 39254, 19847, 25101]]"
"['{The regent Kaahumanu, ruling in the name of her young charge, Kamehameha III, seized the opportunity and followed many of the strictures favored by the Calvinist Congregationalists, who were modernizing the country through the establishment of schools and the printing of books in the Hawaiian language (which they formulated in a written form for the first time).} question: {There was never anyone by the name of Kaahumanu in charge in Hawaii.} Yes or No? answer: Ġ']","[[2, 45152, 133, 6701, 1342, 7916, 895, 15116, 257, 6, 2255, 11, 5, 766, 9, 69, 664, 1427, 6, 229, 4344, 298, 4344, 1999, 6395, 6, 5942, 5, 945, 8, 1432, 171, 9, 5, 8414, 4123, 15411, 30, 5, 17079, 661, 12249, 4950, 5033, 1952, 6, 54, 58, 2297, 2787, 5, 247, 149, 5, 7147, 9, 1304, 8, 5, 12168, 9, 2799, 11, 5, 19806, 2777, 36, 5488, 51, 34359, 11, 10, 1982, 1026, 13, 5, 78, 86, 322, 24303, 864, 35, 25522, 970, 21, 393, 1268, 30, 5, 766, 9, 7916, 895, 15116, 257, 11, 1427, 11, 6467, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[13],"[[0.5810546875, 0.41064453125, 0.0006241798400878906, 0.0006127357482910156, 0.00037741661071777344, 0.0003046989440917969, 0.0002123117446899414, 0.0001989603042602539, 0.00018846988677978516, 0.00017535686492919922, 0.00016808509826660156, 0.00016450881958007812, 0.00016224384307861328, 0.0001558065414428711, 0.00015306472778320312, 0.00014400482177734375, 0.00010657310485839844, 0.00010579824447631836, 9.363889694213867e-05, 8.988380432128906e-05, 8.821487426757812e-05, 8.666515350341797e-05, 8.511543273925781e-05, 7.826089859008789e-05, 7.69495964050293e-05, 7.31348991394043e-05, 6.479024887084961e-05, 6.270408630371094e-05, 5.8770179748535156e-05, 5.6624412536621094e-05, 5.5909156799316406e-05, 5.346536636352539e-05, 5.328655242919922e-05, 5.08427619934082e-05, 4.851818084716797e-05, 4.279613494873047e-05, 4.26173210144043e-05, 4.190206527709961e-05, 4.1544437408447266e-05, 4.076957702636719e-05, 4.029273986816406e-05, 4.017353057861328e-05, 3.9637088775634766e-05, 3.427267074584961e-05, 3.039836883544922e-05, 2.944469451904297e-05, 2.9206275939941406e-05, 2.9087066650390625e-05, 2.8014183044433594e-05, 2.7179718017578125e-05, 0.0029296875]]","[[3084, 9904, 36948, 7199, 14541, 46659, 13449, 487, 29802, 14783, 100, 22491, 440, 10932, 35882, 3216, 243, 116, 32541, 250, 975, 46236, 133, 50118, 32523, 14563, 33567, 1121, 2895, 32458, 2362, 7516, 1711, 41010, 8346, 19933, 37128, 16991, 44241, 39254, 1185, 970, 17425, 3849, 1106, 4056, 30612, 31535, 894, 38980]]"
['{Mr. Carter listened in silence with a resumption of his tired manner.} question: {Mr. Carter repeatedly showed signs he was weary of this conversation.} Yes or No? answer: Ġ'],"[[2, 45152, 10980, 4, 5306, 13165, 11, 7308, 19, 10, 5032, 21236, 9, 39, 7428, 4737, 49463, 864, 35, 25522, 10980, 4, 5306, 3987, 969, 2434, 37, 21, 31554, 9, 42, 1607, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[6],[14],"[[0.6904296875, 0.30517578125, 0.0002275705337524414, 0.00019538402557373047, 0.00019085407257080078, 0.00018656253814697266, 0.00013697147369384766, 0.00012624263763427734, 0.0001245737075805664, 0.00011926889419555664, 0.00011259317398071289, 9.226799011230469e-05, 9.065866470336914e-05, 7.194280624389648e-05, 6.23464584350586e-05, 5.906820297241211e-05, 5.1081180572509766e-05, 4.661083221435547e-05, 4.1604042053222656e-05, 4.1484832763671875e-05, 3.8743019104003906e-05, 3.844499588012695e-05, 3.701448440551758e-05, 3.647804260253906e-05, 3.3795833587646484e-05, 3.314018249511719e-05, 3.0279159545898438e-05, 3.0219554901123047e-05, 2.8073787689208984e-05, 2.7477741241455078e-05, 2.7060508728027344e-05, 2.7000904083251953e-05, 2.676248550415039e-05, 2.568960189819336e-05, 2.5391578674316406e-05, 2.3126602172851562e-05, 2.199411392211914e-05, 2.1517276763916016e-05, 2.1278858184814453e-05, 2.104043960571289e-05, 2.09808349609375e-05, 1.990795135498047e-05, 1.8775463104248047e-05, 1.8715858459472656e-05, 1.8656253814697266e-05, 1.7940998077392578e-05, 1.7642974853515625e-05, 1.7583370208740234e-05, 1.7344951629638672e-05, 1.621246337890625e-05, 0.00146484375]]","[[9904, 3084, 975, 7199, 10932, 3216, 14541, 100, 36948, 14783, 13449, 41010, 487, 116, 32541, 250, 46236, 440, 29802, 243, 22491, 32523, 32458, 1185, 50118, 8346, 46659, 7516, 4420, 133, 35882, 1711, 894, 16991, 9690, 33082, 4056, 1121, 2362, 19847, 43429, 12350, 14563, 1640, 20328, 25101, 1106, 37128, 3849, 2264]]"
['{Whittington was speaking.} question: {Whittington sat silently.} Yes or No? answer: Ġ'],"[[2, 45152, 14447, 9451, 1054, 21, 2686, 49463, 864, 35, 25522, 14447, 9451, 1054, 4005, 32412, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[15],"[[0.53857421875, 0.449951171875, 0.0006341934204101562, 0.0005164146423339844, 0.0004987716674804688, 0.00041031837463378906, 0.00036835670471191406, 0.00034499168395996094, 0.0003161430358886719, 0.0002982616424560547, 0.0002474784851074219, 0.0001728534698486328, 0.0001569986343383789, 0.00015056133270263672, 0.00014400482177734375, 0.00014340877532958984, 0.00014126300811767578, 0.00012362003326416016, 0.00012230873107910156, 0.00012195110321044922, 0.00011795759201049805, 0.00011199712753295898, 0.00010448694229125977, 0.00010132789611816406, 9.876489639282227e-05, 9.548664093017578e-05, 9.316205978393555e-05, 9.262561798095703e-05, 9.250640869140625e-05, 8.487701416015625e-05, 8.088350296020508e-05, 8.07046890258789e-05, 7.981061935424805e-05, 7.796287536621094e-05, 7.480382919311523e-05, 7.265806198120117e-05, 6.860494613647461e-05, 6.747245788574219e-05, 6.54458999633789e-05, 6.473064422607422e-05, 6.03795051574707e-05, 5.65648078918457e-05, 5.65648078918457e-05, 5.5730342864990234e-05, 5.435943603515625e-05, 5.424022674560547e-05, 5.3882598876953125e-05, 5.2869319915771484e-05, 5.2809715270996094e-05, 5.078315734863281e-05, 0.00439453125]]","[[3084, 9904, 487, 14783, 7199, 10932, 13449, 100, 975, 14541, 36948, 46236, 7516, 2362, 3216, 116, 3849, 32541, 243, 250, 440, 14563, 33082, 1185, 42903, 894, 41010, 4056, 26752, 133, 14447, 22491, 2264, 6766, 29802, 1711, 19847, 35882, 8346, 649, 1121, 31535, 13984, 12350, 20328, 32523, 17986, 1106, 42025, 8275]]"
"['{The personal saving rate has largely declined since the 1980s, plummeting in recent years to levels not seen since the Great Depression, as shown in figure S.1.} question: {There has been a sharp increase in personal savings rates in the past 30 years.} Yes or No? answer: Ġ']","[[2, 45152, 133, 1081, 6549, 731, 34, 2743, 1981, 187, 5, 5114, 29, 6, 27009, 154, 11, 485, 107, 7, 1389, 45, 450, 187, 5, 2860, 23384, 6, 25, 2343, 11, 1955, 208, 4, 134, 49463, 864, 35, 25522, 970, 34, 57, 10, 4406, 712, 11, 1081, 4522, 1162, 11, 5, 375, 389, 107, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[6],[16],"[[0.51123046875, 0.483642578125, 0.0003864765167236328, 0.0003216266632080078, 0.0002536773681640625, 0.00020194053649902344, 0.000194549560546875, 0.00016736984252929688, 0.000133514404296875, 0.00013256072998046875, 0.00011849403381347656, 0.00011754035949707031, 0.00010734796524047852, 0.00010663270950317383, 9.167194366455078e-05, 8.70823860168457e-05, 7.092952728271484e-05, 6.836652755737305e-05, 6.186962127685547e-05, 5.930662155151367e-05, 5.358457565307617e-05, 4.9173831939697266e-05, 4.392862319946289e-05, 4.357099533081055e-05, 4.029273986816406e-05, 3.93986701965332e-05, 3.892183303833008e-05, 3.7729740142822266e-05, 3.7670135498046875e-05, 3.552436828613281e-05, 3.337860107421875e-05, 3.212690353393555e-05, 3.2007694244384766e-05, 3.0159950256347656e-05, 2.7835369110107422e-05, 2.6702880859375e-05, 2.5272369384765625e-05, 2.4974346160888672e-05, 2.2232532501220703e-05, 2.0444393157958984e-05, 2.0325183868408203e-05, 1.996755599975586e-05, 1.7523765563964844e-05, 1.722574234008789e-05, 1.722574234008789e-05, 1.6748905181884766e-05, 1.6033649444580078e-05, 1.519918441772461e-05, 1.5079975128173828e-05, 1.4662742614746094e-05, 0.00146484375]]","[[3084, 9904, 36948, 13449, 3216, 10932, 7199, 41010, 46659, 440, 975, 14541, 487, 14783, 14563, 50118, 116, 3849, 100, 250, 4420, 4056, 133, 2362, 1121, 29802, 35882, 16991, 32541, 46236, 243, 2895, 649, 17425, 32523, 37128, 9690, 30558, 1640, 33567, 8346, 39254, 22491, 7516, 19897, 12350, 1185, 25101, 30612, 1711]]"
